gain	0	1	-59.70
gain	1	0	-60.85
gain	0	2	-71.72
gain	2	0	-72.92
gain	0	3	-84.59
gain	3	0	-88.88
gain	0	4	-82.28
gain	4	0	-84.51
gain	0	5	-88.90
gain	5	0	-89.40
gain	0	6	-92.86
gain	6	0	-101.38
gain	0	7	-61.80
gain	7	0	-63.70
gain	0	8	-74.85
gain	8	0	-78.25
gain	0	9	-80.29
gain	9	0	-84.95
gain	0	10	-79.52
gain	10	0	-81.43
gain	0	11	-90.40
gain	11	0	-93.16
gain	0	12	-94.11
gain	12	0	-97.14
gain	0	13	-84.82
gain	13	0	-88.49
gain	0	14	-76.29
gain	14	0	-79.75
gain	0	15	-76.63
gain	15	0	-82.11
gain	0	16	-81.97
gain	16	0	-82.32
gain	0	17	-83.06
gain	17	0	-83.78
gain	0	18	-84.80
gain	18	0	-85.34
gain	0	19	-90.07
gain	19	0	-97.00
gain	0	20	-90.28
gain	20	0	-90.78
gain	0	21	-76.23
gain	21	0	-78.63
gain	0	22	-82.84
gain	22	0	-85.83
gain	0	23	-82.09
gain	23	0	-84.10
gain	0	24	-85.38
gain	24	0	-85.83
gain	0	25	-89.47
gain	25	0	-92.67
gain	0	26	-84.25
gain	26	0	-85.32
gain	0	27	-94.93
gain	27	0	-100.24
gain	0	28	-86.78
gain	28	0	-94.63
gain	0	29	-88.45
gain	29	0	-88.93
gain	0	30	-79.52
gain	30	0	-83.44
gain	0	31	-78.88
gain	31	0	-78.67
gain	0	32	-90.86
gain	32	0	-93.23
gain	0	33	-84.24
gain	33	0	-83.91
gain	0	34	-90.98
gain	34	0	-91.39
gain	0	35	-90.36
gain	35	0	-92.73
gain	0	36	-82.52
gain	36	0	-84.66
gain	0	37	-91.82
gain	37	0	-93.81
gain	0	38	-86.66
gain	38	0	-89.42
gain	0	39	-90.77
gain	39	0	-94.26
gain	0	40	-93.50
gain	40	0	-95.22
gain	0	41	-84.71
gain	41	0	-87.88
gain	0	42	-87.75
gain	42	0	-91.84
gain	0	43	-87.51
gain	43	0	-88.94
gain	0	44	-90.37
gain	44	0	-95.44
gain	0	45	-85.93
gain	45	0	-86.32
gain	0	46	-95.19
gain	46	0	-98.68
gain	0	47	-100.18
gain	47	0	-101.39
gain	0	48	-91.56
gain	48	0	-96.30
gain	1	2	-72.54
gain	2	1	-72.58
gain	1	3	-82.98
gain	3	1	-86.12
gain	1	4	-81.84
gain	4	1	-82.91
gain	1	5	-87.45
gain	5	1	-86.80
gain	1	6	-81.95
gain	6	1	-89.32
gain	1	7	-71.00
gain	7	1	-71.75
gain	1	8	-74.56
gain	8	1	-76.81
gain	1	9	-75.14
gain	9	1	-78.64
gain	1	10	-79.59
gain	10	1	-80.34
gain	1	11	-85.93
gain	11	1	-87.53
gain	1	12	-77.58
gain	12	1	-79.45
gain	1	13	-90.13
gain	13	1	-92.65
gain	1	14	-78.51
gain	14	1	-80.82
gain	1	15	-78.56
gain	15	1	-82.88
gain	1	16	-84.71
gain	16	1	-83.90
gain	1	17	-69.98
gain	17	1	-69.55
gain	1	18	-81.83
gain	18	1	-81.22
gain	1	19	-85.33
gain	19	1	-91.11
gain	1	20	-96.25
gain	20	1	-95.60
gain	1	21	-83.08
gain	21	1	-84.33
gain	1	22	-83.63
gain	22	1	-85.46
gain	1	23	-80.80
gain	23	1	-81.65
gain	1	24	-83.13
gain	24	1	-82.42
gain	1	25	-86.68
gain	25	1	-88.73
gain	1	26	-92.04
gain	26	1	-91.96
gain	1	27	-88.51
gain	27	1	-92.66
gain	1	28	-86.74
gain	28	1	-93.44
gain	1	29	-94.62
gain	29	1	-93.95
gain	1	30	-89.31
gain	30	1	-92.07
gain	1	31	-77.44
gain	31	1	-76.07
gain	1	32	-94.26
gain	32	1	-95.47
gain	1	33	-86.38
gain	33	1	-84.89
gain	1	34	-96.27
gain	34	1	-95.52
gain	1	35	-91.03
gain	35	1	-92.24
gain	1	36	-89.30
gain	36	1	-90.29
gain	1	37	-89.53
gain	37	1	-90.37
gain	1	38	-93.04
gain	38	1	-94.64
gain	1	39	-97.17
gain	39	1	-99.51
gain	1	40	-97.49
gain	40	1	-98.05
gain	1	41	-96.73
gain	41	1	-98.74
gain	1	42	-96.04
gain	42	1	-98.97
gain	1	43	-98.21
gain	43	1	-98.49
gain	1	44	-92.17
gain	44	1	-96.07
gain	1	45	-92.51
gain	45	1	-91.75
gain	1	46	-99.45
gain	46	1	-101.78
gain	1	47	-94.96
gain	47	1	-95.02
gain	1	48	-93.60
gain	48	1	-97.18
gain	2	3	-69.16
gain	3	2	-72.25
gain	2	4	-76.27
gain	4	2	-77.30
gain	2	5	-86.48
gain	5	2	-85.78
gain	2	6	-81.54
gain	6	2	-88.85
gain	2	7	-77.22
gain	7	2	-77.92
gain	2	8	-68.48
gain	8	2	-70.69
gain	2	9	-76.32
gain	9	2	-79.78
gain	2	10	-69.46
gain	10	2	-70.17
gain	2	11	-71.61
gain	11	2	-73.17
gain	2	12	-80.36
gain	12	2	-82.19
gain	2	13	-85.94
gain	13	2	-88.41
gain	2	14	-78.33
gain	14	2	-80.60
gain	2	15	-79.28
gain	15	2	-83.56
gain	2	16	-76.48
gain	16	2	-75.62
gain	2	17	-81.83
gain	17	2	-81.36
gain	2	18	-74.63
gain	18	2	-73.98
gain	2	19	-78.87
gain	19	2	-84.59
gain	2	20	-85.25
gain	20	2	-84.55
gain	2	21	-84.88
gain	21	2	-86.08
gain	2	22	-87.18
gain	22	2	-88.97
gain	2	23	-78.65
gain	23	2	-79.46
gain	2	24	-80.42
gain	24	2	-79.67
gain	2	25	-83.63
gain	25	2	-85.63
gain	2	26	-94.76
gain	26	2	-94.63
gain	2	27	-90.42
gain	27	2	-94.53
gain	2	28	-88.67
gain	28	2	-95.33
gain	2	29	-82.92
gain	29	2	-82.20
gain	2	30	-88.02
gain	30	2	-90.74
